workload.sub_mix,upc,poisson,improvement_factor
sub5,0.16020838954351338,0.9025333972849795,5.633496472042415
sub25,0.033114942219220206,0.16501968577638082,4.983239429619235
sub45,0.018779094972993248,0.05444155881897922,2.899051253389643
sub65,0.013456736261178664,0.0260638016148391,1.9368590651531572
sub85,0.011419577026259018,0.014829483744847827,1.2986018405714868
