workload.sub_mix,upc,poisson,improvement_factor
sub5,0.6718977700611557,1.0,1.4883216533208328
sub25,0.42090168042189263,0.634783094880387,1.5081505358783776
sub45,0.37322261500947673,0.44679738435481225,1.1971337383814948
sub65,0.3517412630319815,0.37508564602887245,1.0663680535961697
sub85,0.32728206448118546,0.34425372948000044,1.0518563857928445
