,suite_name,suite_id,exp_name,run,workload_info.name,workload.rep,allocation,composition,workload_mode,workload_profit,workload.mechanism_mix,workload.sub_mix,workload.pa_mix,budget.mode,budget.ModeConfig.Unlocking.slack,request_info.mechanism.name,allocation_status_all,profit_elephant_all,profit_hare_all,profit_mice_all,profit_elephant_accepted,profit_hare_accepted,profit_mice_accepted,profit_elephant_rejected,profit_hare_rejected,profit_mice_rejected,n_requests_elephant_all,n_requests_hare_all,n_requests_mice_all,n_requests_elephant_accepted,n_requests_hare_accepted,n_requests_mice_accepted,n_requests_elephant_rejected,n_requests_hare_rejected,n_requests_mice_rejected,workload_composition_mode
0,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3326864,216518,19768,1925376,143953,15546,1401488,72565,4222,1098,1121,1112,587,754,886,511,367,226,poisson-block-composition-pa
1,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3160262,214484,19740,556951,68523,16132,2603311,145961,3608,1133,1141,1092,315,438,908,818,703,184,poisson-block-composition-pa
2,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3049683,202901,20644,477852,25395,6959,2571831,177506,13685,1124,1132,1148,163,156,433,961,976,715,poisson-block-composition-pa
3,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3104776,219595,19804,288872,27551,7627,2815904,192044,12177,1159,1162,1108,116,190,485,1043,972,623,poisson-block-composition-pa
4,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3027994,204361,19932,33190,7133,4968,2994804,197228,14964,1129,1138,1140,19,43,312,1110,1095,828,poisson-block-composition-pa
5,sp_workloads,1690805680,wl_big_mem,0,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3254745,215442,20539,30233,6493,4446,3224512,208949,16093,1155,1111,1125,16,32,274,1139,1079,851,poisson-block-composition-pa
6,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3326864,216518,19768,1896856,161338,16517,1430008,55180,3251,1098,1121,1112,602,803,939,496,318,173,poisson-block-composition-pa
7,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3160262,214484,19740,862107,80192,16759,2298155,134292,2981,1133,1141,1092,392,495,937,741,646,155,poisson-block-composition-pa
8,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3049683,202901,20644,459596,36915,7639,2590087,165986,13005,1124,1132,1148,170,197,473,954,935,675,poisson-block-composition-pa
9,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3104776,219595,19804,305403,33779,8094,2799373,185816,11710,1159,1162,1108,147,229,514,1012,933,594,poisson-block-composition-pa
10,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3027994,204361,19932,64540,7447,5351,2963454,196914,14581,1129,1138,1140,22,39,329,1107,1099,811,poisson-block-composition-pa
11,sp_workloads,1690805680,wl_big_mem,1,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3254745,215442,20539,60076,4957,4343,3194669,210485,16196,1155,1111,1125,24,31,265,1131,1080,860,poisson-block-composition-pa
12,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1098,1121,1112,511,1078,1112,587,43,0,1098,1121,1112,511,1078,1112,587,43,0,poisson-block-composition-pa
13,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1133,1141,1092,345,706,1092,788,435,0,1133,1141,1092,345,706,1092,788,435,0,poisson-block-composition-pa
14,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1124,1132,1148,229,719,1148,895,413,0,1124,1132,1148,229,719,1148,895,413,0,poisson-block-composition-pa
15,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1159,1162,1108,166,713,1108,993,449,0,1159,1162,1108,166,713,1108,993,449,0,poisson-block-composition-pa
16,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1129,1138,1140,13,185,1140,1116,953,0,1129,1138,1140,13,185,1140,1116,953,0,poisson-block-composition-pa
17,sp_workloads,1690805680,wl_big_mem,4,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1155,1111,1125,22,170,1125,1133,941,0,1155,1111,1125,22,170,1125,1133,941,0,poisson-block-composition-pa
18,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1098,1121,1112,490,1073,1112,608,48,0,1098,1121,1112,490,1073,1112,608,48,0,poisson-block-composition-pa
19,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1133,1141,1092,347,731,1092,786,410,0,1133,1141,1092,347,731,1092,786,410,0,poisson-block-composition-pa
20,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1124,1132,1148,219,738,1148,905,394,0,1124,1132,1148,219,738,1148,905,394,0,poisson-block-composition-pa
21,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1159,1162,1108,165,714,1108,994,448,0,1159,1162,1108,165,714,1108,994,448,0,poisson-block-composition-pa
22,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1129,1138,1140,14,176,1140,1115,962,0,1129,1138,1140,14,176,1140,1115,962,0,poisson-block-composition-pa
23,sp_workloads,1690805680,wl_big_mem,5,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,0,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1155,1111,1125,23,176,1125,1132,935,0,1155,1111,1125,23,176,1125,1132,935,0,poisson-block-composition-pa
24,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},3139319,215782,21216,1741176,152782,17664,1398143,63000,3552,1075,1140,1126,549,792,957,526,348,169,poisson-block-composition-pa
25,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,LaplaceMechanism,{'Optimal': 40},3080200,239601,21344,578603,83734,17504,2501597,155867,3840,1140,1163,1130,337,467,947,803,696,183,poisson-block-composition-pa
26,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLNoisySGDMechanism,{'Optimal': 40},3197047,217314,22128,532119,32976,8512,2664928,184338,13616,1145,1089,1161,196,186,494,949,903,667,poisson-block-composition-pa
27,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLPateGaussianMechanism,{'Optimal': 40},3203621,231498,21632,292060,41717,8816,2911561,189781,12816,1163,1144,1138,138,246,528,1025,898,610,poisson-block-composition-pa
28,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,RandResponseMechanism,{'Optimal': 40},3122577,243521,22560,44104,9057,6288,3078473,234464,16272,1093,1164,1181,25,44,357,1068,1120,824,poisson-block-composition-pa
29,sp_workloads,1690805680,wl_big_mem,8,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,SVTLaplaceMechanism,{'Optimal': 40},3189411,227364,20784,65179,6955,5456,3124232,220409,15328,1178,1127,1089,28,41,315,1150,1086,774,poisson-block-composition-pa
30,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3139319,215782,21216,1629326,158887,17296,1509993,56895,3920,1075,1140,1126,553,813,938,522,327,188,poisson-block-composition-pa
31,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3080200,239601,21344,960341,99876,17920,2119859,139725,3424,1140,1163,1130,422,513,968,718,650,162,poisson-block-composition-pa
32,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3197047,217314,22128,456060,36111,9824,2740987,181203,12304,1145,1089,1161,179,211,567,966,878,594,poisson-block-composition-pa
33,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3203621,231498,21632,357388,45928,9264,2846233,185570,12368,1163,1144,1138,167,283,552,996,861,586,poisson-block-composition-pa
34,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3122577,243521,22560,59603,12230,7296,3062974,231291,15264,1093,1164,1181,33,54,416,1060,1110,765,poisson-block-composition-pa
35,sp_workloads,1690805680,wl_big_mem,9,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3189411,227364,20784,48274,8517,6272,3141137,218847,14512,1178,1127,1089,27,45,360,1151,1082,729,poisson-block-composition-pa
36,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1075,1140,1126,510,1109,1126,565,31,0,1075,1140,1126,510,1109,1126,565,31,0,poisson-block-composition-pa
37,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1140,1163,1130,367,693,1130,773,470,0,1140,1163,1130,367,693,1130,773,470,0,poisson-block-composition-pa
38,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1145,1089,1161,215,703,1161,930,386,0,1145,1089,1161,215,703,1161,930,386,0,poisson-block-composition-pa
39,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1163,1144,1138,157,706,1138,1006,438,0,1163,1144,1138,157,706,1138,1006,438,0,poisson-block-composition-pa
40,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1093,1164,1181,20,174,1180,1073,990,1,1093,1164,1181,20,174,1180,1073,990,1,poisson-block-composition-pa
41,sp_workloads,1690805680,wl_big_mem,12,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1178,1127,1089,17,163,1089,1161,964,0,1178,1127,1089,17,163,1089,1161,964,0,poisson-block-composition-pa
42,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1075,1140,1126,492,1096,1126,583,44,0,1075,1140,1126,492,1096,1126,583,44,0,poisson-block-composition-pa
43,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1140,1163,1130,381,746,1130,759,417,0,1140,1163,1130,381,746,1130,759,417,0,poisson-block-composition-pa
44,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1145,1089,1161,208,698,1154,937,391,7,1145,1089,1161,208,698,1154,937,391,7,poisson-block-composition-pa
45,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1163,1144,1138,153,687,1135,1010,457,3,1163,1144,1138,153,687,1135,1010,457,3,poisson-block-composition-pa
46,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1093,1164,1181,23,173,1177,1070,991,4,1093,1164,1181,23,173,1177,1070,991,4,poisson-block-composition-pa
47,sp_workloads,1690805680,wl_big_mem,13,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,1,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1178,1127,1089,22,171,1089,1156,956,0,1178,1127,1089,22,171,1089,1156,956,0,poisson-block-composition-pa
48,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3297557,222693,20889,1981075,143765,16948,1316482,78928,3941,1107,1156,1159,600,768,956,507,388,203,poisson-block-composition-pa
49,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",2847135,226653,20024,574114,76985,16156,2273021,149668,3868,1061,1136,1112,292,428,916,769,708,196,poisson-block-composition-pa
50,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3065470,217531,20600,462162,28943,8609,2603308,188588,11991,1088,1113,1144,155,154,527,933,959,617,poisson-block-composition-pa
51,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3183074,228777,19443,290542,31850,8242,2892532,196927,11201,1123,1178,1085,111,233,526,1012,945,559,poisson-block-composition-pa
52,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3253029,217115,19830,39196,5481,5152,3213833,211634,14678,1136,1135,1114,26,34,320,1110,1101,794,poisson-block-composition-pa
53,sp_workloads,1690805680,wl_big_mem,16,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3041723,217557,19755,24841,6599,4659,3016882,210958,15096,1106,1092,1109,15,35,285,1091,1057,824,poisson-block-composition-pa
54,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3297557,222693,20889,1971382,162869,17464,1326175,59824,3425,1107,1156,1159,621,836,984,486,320,175,poisson-block-composition-pa
55,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,LaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",2847135,226653,20024,820385,84570,17043,2026750,142083,2981,1061,1136,1112,363,484,957,698,652,155,poisson-block-composition-pa
56,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLNoisySGDMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3065470,217531,20600,435081,35006,8741,2630389,182525,11859,1088,1113,1144,160,197,523,928,916,621,poisson-block-composition-pa
57,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,MLPateGaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3183074,228777,19443,313914,39362,8493,2869160,189415,10950,1123,1178,1085,137,265,531,986,913,554,poisson-block-composition-pa
58,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,RandResponseMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3253029,217115,19830,86558,6637,5845,3166471,210478,13985,1136,1135,1114,37,45,363,1099,1090,751,poisson-block-composition-pa
59,sp_workloads,1690805680,wl_big_mem,17,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.4,SVTLaplaceMechanism,"{'Optimal': 39, 'TimeLimit': 1}",3041723,217557,19755,51138,6868,5581,2990585,210689,14174,1106,1092,1109,21,36,339,1085,1056,770,poisson-block-composition-pa
60,sp_workloads,1690805680,wl_big_mem,20,mixed:GM-LM-RR-LSVT-SGD-PATE-sub25100-defpa,2,ilp,block-composition-pa,poisson,equal-ncd,mixed:GM-LM-RR-LSVT-SGD-PATE,sub25100,defpa,Unlocking,0.2,GaussianMechanism,"{'Optimal': 39, 'TimeLimit': 1}",1107,1156,1159,541,1111,1159,566,45,0,1107,1156,1159,541,1111,1159,566,45,0,poisson-block-composition-pa
