workload.sub_mix,upc,poisson,improvement_factor
sub5,0.5076609694703349,0.902710561746202,1.7781760191019604
sub25,0.39943541131586413,0.4678338298901651,1.1712377436666803
sub45,0.37050258964517857,0.41287529638370934,1.1143654806275716
sub65,0.35018395191643076,0.37165839001112877,1.061323307299424
sub85,0.3277912437475238,0.336890356805965,1.027758865534095
