,suite_name,suite_id,exp_name,run,workload_info.name,workload.rep,allocation,composition,workload_mode,workload_profit,workload.mechanism_mix,workload.sub_mix,workload.pa_mix,budget.mode,budget.ModeConfig.Unlocking.slack,request_info.mechanism.name,allocation_status_all,profit_elephant_all,profit_hare_all,profit_mice_all,profit_elephant_accepted,profit_hare_accepted,profit_mice_accepted,profit_elephant_rejected,profit_hare_rejected,profit_mice_rejected,n_requests_elephant_all,n_requests_hare_all,n_requests_mice_all,n_requests_elephant_accepted,n_requests_hare_accepted,n_requests_mice_accepted,n_requests_elephant_rejected,n_requests_hare_rejected,n_requests_mice_rejected
221,sp_sub,1690826136,wl_small_mem,71,gm:GM-sub5-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},17641855,1262196,1231506,17641855,1262196,1231506,0,0,0,6740,6786,6621,6740,6786,6621,0,0,0
222,sp_sub,1690826136,wl_small_mem,72,gm:GM-sub25-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18589059,1236793,250534,3331911,12988,219070,15257148,1223805,31464,6854,6643,6593,612,37,5765,6242,6606,828
223,sp_sub,1690826136,wl_small_mem,73,gm:GM-sub25-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18589059,1236793,250534,3325726,65488,236892,15263333,1171305,13642,6854,6643,6593,611,187,6234,6243,6456,359
224,sp_sub,1690826136,wl_small_mem,74,gm:GM-sub45-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18528738,1301971,146982,917088,156772,5192,17611650,1145199,141790,6659,6644,6681,164,418,236,6495,6226,6445
225,sp_sub,1690826136,wl_small_mem,75,gm:GM-sub45-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18528738,1301971,146982,939456,154147,6798,17589282,1147824,140184,6659,6644,6681,168,411,309,6491,6233,6372
226,sp_sub,1690826136,wl_small_mem,76,gm:GM-sub65-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18613636,1322515,99015,348378,160512,5355,18265258,1162003,93660,6696,6748,6601,62,418,357,6634,6330,6244
227,sp_sub,1690826136,wl_small_mem,77,gm:GM-sub65-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18613636,1322515,99015,471996,59904,3240,18141640,1262611,95775,6696,6748,6601,84,156,216,6612,6592,6385
228,sp_sub,1690826136,wl_small_mem,78,gm:GM-sub85-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18672704,1306988,96990,225160,75296,10442,18447544,1231692,86548,6616,6663,6810,40,194,454,6576,6469,6356
229,sp_sub,1690826136,wl_small_mem,79,gm:GM-sub85-defpa,1,ilp,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18672704,1306988,96990,123838,179280,4692,18548866,1127708,92298,6616,6663,6810,22,462,204,6594,6201,6606
230,sp_sub,1690826136,wl_small_mem,80,gm:GM-sub5-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6839,6770,6803,6839,6770,6803,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
231,sp_sub,1690826136,wl_small_mem,81,gm:GM-sub5-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6839,6770,6803,6839,6770,6803,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
232,sp_sub,1690826136,wl_small_mem,82,gm:GM-sub25-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6587,6656,6714,120,6511,6714,6467,145,0,6587,6656,6714,120,6511,6714,6467,145,0
233,sp_sub,1690826136,wl_small_mem,83,gm:GM-sub25-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6587,6656,6714,185,5824,6714,6402,832,0,6587,6656,6714,185,5824,6714,6402,832,0
234,sp_sub,1690826136,wl_small_mem,84,gm:GM-sub45-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6664,6791,6726,0,2198,6726,6664,4593,0,6664,6791,6726,0,2198,6726,6664,4593,0
235,sp_sub,1690826136,wl_small_mem,85,gm:GM-sub45-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6664,6791,6726,0,2250,6726,6664,4541,0,6664,6791,6726,0,2250,6726,6664,4541,0
236,sp_sub,1690826136,wl_small_mem,86,gm:GM-sub65-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6706,6801,6837,0,802,6837,6706,5999,0,6706,6801,6837,0,802,6837,6706,5999,0
237,sp_sub,1690826136,wl_small_mem,87,gm:GM-sub65-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6706,6801,6837,0,828,6837,6706,5973,0,6706,6801,6837,0,828,6837,6706,5973,0
238,sp_sub,1690826136,wl_small_mem,88,gm:GM-sub85-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6772,6759,6601,0,289,6601,6772,6470,0,6772,6759,6601,0,289,6601,6772,6470,0
239,sp_sub,1690826136,wl_small_mem,89,gm:GM-sub85-defpa,2,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6772,6759,6601,0,310,6522,6772,6449,79,6772,6759,6601,0,310,6522,6772,6449,79
240,sp_sub,1690826136,wl_small_mem,90,gm:GM-sub5-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},17856074,1272760,1278964,17856074,1272760,1278964,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
241,sp_sub,1690826136,wl_small_mem,91,gm:GM-sub5-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},17856074,1272760,1278964,17856074,1272760,1278964,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
242,sp_sub,1690826136,wl_small_mem,92,gm:GM-sub25-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18401650,1280591,261846,3303486,79476,261846,15098164,1201115,0,6587,6656,6714,593,222,6714,5994,6434,0
243,sp_sub,1690826136,wl_small_mem,93,gm:GM-sub25-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18401650,1280591,261846,3375322,78044,261846,15026328,1202547,0,6587,6656,6714,606,218,6714,5981,6438,0
244,sp_sub,1690826136,wl_small_mem,94,gm:GM-sub45-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18685021,1341133,147972,920368,157652,5192,17764653,1183481,142780,6664,6791,6726,164,418,236,6500,6373,6490
245,sp_sub,1690826136,wl_small_mem,95,gm:GM-sub45-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18685021,1341133,147972,942816,155013,6798,17742205,1186120,141174,6664,6791,6726,168,411,309,6496,6380,6417
246,sp_sub,1690826136,wl_small_mem,96,gm:GM-sub65-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18898802,1332930,102555,351354,162184,5355,18547448,1170746,97200,6706,6801,6837,62,418,357,6644,6383,6480
247,sp_sub,1690826136,wl_small_mem,97,gm:GM-sub65-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18898802,1332930,102555,476028,60528,3240,18422774,1272402,99315,6706,6801,6837,84,156,216,6622,6645,6621
248,sp_sub,1690826136,wl_small_mem,98,gm:GM-sub85-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18711078,1316310,93971,223200,74690,10442,18487878,1241620,83529,6772,6759,6601,40,194,454,6732,6565,6147
249,sp_sub,1690826136,wl_small_mem,99,gm:GM-sub85-defpa,2,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18711078,1316310,93971,122760,177870,4692,18588318,1138440,89279,6772,6759,6601,22,462,204,6750,6297,6397
250,sp_sub,1690826136,wl_small_mem,100,gm:GM-sub5-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6839,6770,6803,6839,6770,6803,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
251,sp_sub,1690826136,wl_small_mem,101,gm:GM-sub5-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6839,6770,6803,6839,6770,6803,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
252,sp_sub,1690826136,wl_small_mem,102,gm:GM-sub25-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6587,6656,6714,120,6511,6714,6467,145,0,6587,6656,6714,120,6511,6714,6467,145,0
253,sp_sub,1690826136,wl_small_mem,103,gm:GM-sub25-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6587,6656,6714,185,5824,6714,6402,832,0,6587,6656,6714,185,5824,6714,6402,832,0
254,sp_sub,1690826136,wl_small_mem,104,gm:GM-sub45-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6664,6791,6726,0,2198,6726,6664,4593,0,6664,6791,6726,0,2198,6726,6664,4593,0
255,sp_sub,1690826136,wl_small_mem,105,gm:GM-sub45-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6664,6791,6726,0,2250,6726,6664,4541,0,6664,6791,6726,0,2250,6726,6664,4541,0
256,sp_sub,1690826136,wl_small_mem,106,gm:GM-sub65-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6706,6801,6837,0,802,6837,6706,5999,0,6706,6801,6837,0,802,6837,6706,5999,0
257,sp_sub,1690826136,wl_small_mem,107,gm:GM-sub65-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6706,6801,6837,0,828,6837,6706,5973,0,6706,6801,6837,0,828,6837,6706,5973,0
258,sp_sub,1690826136,wl_small_mem,108,gm:GM-sub85-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6772,6759,6601,0,289,6601,6772,6470,0,6772,6759,6601,0,289,6601,6772,6470,0
259,sp_sub,1690826136,wl_small_mem,109,gm:GM-sub85-defpa,2,ilp,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6772,6759,6601,0,310,6522,6772,6449,79,6772,6759,6601,0,310,6522,6772,6449,79
260,sp_sub,1690826136,wl_small_mem,110,gm:GM-sub5-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},17856074,1272760,1278964,17856074,1272760,1278964,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
261,sp_sub,1690826136,wl_small_mem,111,gm:GM-sub5-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},17856074,1272760,1278964,17856074,1272760,1278964,0,0,0,6839,6770,6803,6839,6770,6803,0,0,0
262,sp_sub,1690826136,wl_small_mem,112,gm:GM-sub25-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18401650,1280591,261846,3403764,13604,231777,14997886,1266987,30069,6587,6656,6714,611,38,5943,5976,6618,771
263,sp_sub,1690826136,wl_small_mem,113,gm:GM-sub25-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18401650,1280591,261846,3386464,75896,252213,15015186,1204695,9633,6587,6656,6714,608,212,6467,5979,6444,247
264,sp_sub,1690826136,wl_small_mem,114,gm:GM-sub45-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18685021,1341133,147972,920368,157652,5192,17764653,1183481,142780,6664,6791,6726,164,418,236,6500,6373,6490
265,sp_sub,1690826136,wl_small_mem,115,gm:GM-sub45-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18685021,1341133,147972,942816,155013,6798,17742205,1186120,141174,6664,6791,6726,168,411,309,6496,6380,6417
266,sp_sub,1690826136,wl_small_mem,116,gm:GM-sub65-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18898802,1332930,102555,351354,162184,5355,18547448,1170746,97200,6706,6801,6837,62,418,357,6644,6383,6480
267,sp_sub,1690826136,wl_small_mem,117,gm:GM-sub65-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18898802,1332930,102555,476028,60528,3240,18422774,1272402,99315,6706,6801,6837,84,156,216,6622,6645,6621
268,sp_sub,1690826136,wl_small_mem,118,gm:GM-sub85-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18711078,1316310,93971,223200,74690,10442,18487878,1241620,83529,6772,6759,6601,40,194,454,6732,6565,6147
269,sp_sub,1690826136,wl_small_mem,119,gm:GM-sub85-defpa,2,ilp,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18711078,1316310,93971,122760,177870,4692,18588318,1138440,89279,6772,6759,6601,22,462,204,6750,6297,6397
270,sp_sub,1690826136,wl_small_mem,120,gm:GM-sub5-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6620,6654,6770,6620,6654,6770,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
271,sp_sub,1690826136,wl_small_mem,121,gm:GM-sub5-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6620,6654,6770,6620,6654,6770,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
272,sp_sub,1690826136,wl_small_mem,122,gm:GM-sub25-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6880,6748,6620,114,6603,6620,6766,145,0,6880,6748,6620,114,6603,6620,6766,145,0
273,sp_sub,1690826136,wl_small_mem,123,gm:GM-sub25-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6880,6748,6620,174,5972,6620,6706,776,0,6880,6748,6620,174,5972,6620,6706,776,0
274,sp_sub,1690826136,wl_small_mem,124,gm:GM-sub45-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6736,6831,6635,0,2204,6635,6736,4627,0,6736,6831,6635,0,2204,6635,6736,4627,0
275,sp_sub,1690826136,wl_small_mem,125,gm:GM-sub45-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6736,6831,6635,0,2256,6635,6736,4575,0,6736,6831,6635,0,2256,6635,6736,4575,0
276,sp_sub,1690826136,wl_small_mem,126,gm:GM-sub65-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6768,6798,6751,0,808,6751,6768,5990,0,6768,6798,6751,0,808,6751,6768,5990,0
277,sp_sub,1690826136,wl_small_mem,127,gm:GM-sub65-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6768,6798,6751,0,833,6751,6768,5965,0,6768,6798,6751,0,833,6751,6768,5965,0
278,sp_sub,1690826136,wl_small_mem,128,gm:GM-sub85-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6720,6748,6745,0,279,6745,6720,6469,0,6720,6748,6745,0,279,6745,6720,6469,0
279,sp_sub,1690826136,wl_small_mem,129,gm:GM-sub85-defpa,3,dpk-gurobi,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6720,6748,6745,0,302,6617,6720,6446,128,6720,6748,6745,0,302,6617,6720,6446,128
280,sp_sub,1690826136,wl_small_mem,130,gm:GM-sub5-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},17479944,1264260,1286300,17479944,1264260,1286300,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
281,sp_sub,1690826136,wl_small_mem,131,gm:GM-sub5-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},17479944,1264260,1286300,17479944,1264260,1286300,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
282,sp_sub,1690826136,wl_small_mem,132,gm:GM-sub25-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18746974,1241633,251560,3201582,74775,251560,15545392,1166858,0,6880,6748,6620,594,216,6620,6286,6532,0
283,sp_sub,1690826136,wl_small_mem,133,gm:GM-sub25-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18746974,1241633,251560,3265950,77543,251560,15481024,1164090,0,6880,6748,6620,606,224,6620,6274,6524,0
284,sp_sub,1690826136,wl_small_mem,134,gm:GM-sub45-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18710923,1339286,145970,917744,157190,5192,17793179,1182096,140778,6736,6831,6635,164,418,236,6572,6413,6399
285,sp_sub,1690826136,wl_small_mem,135,gm:GM-sub45-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18710923,1339286,145970,940128,154558,6798,17770795,1184728,139172,6736,6831,6635,168,411,309,6568,6420,6326
286,sp_sub,1690826136,wl_small_mem,136,gm:GM-sub65-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18897403,1310477,101265,345340,159258,5355,18552063,1151219,95910,6768,6798,6751,62,418,357,6706,6380,6394
287,sp_sub,1690826136,wl_small_mem,137,gm:GM-sub65-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18897403,1310477,101265,467880,59436,3240,18429523,1251041,98025,6768,6798,6751,84,156,216,6684,6642,6535
288,sp_sub,1690826136,wl_small_mem,138,gm:GM-sub85-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18773528,1329407,96959,225800,75466,10442,18547728,1253941,86517,6720,6748,6745,40,194,454,6680,6554,6291
289,sp_sub,1690826136,wl_small_mem,139,gm:GM-sub85-defpa,3,dpk-gurobi,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18773528,1329407,96959,124190,179718,4692,18649338,1149689,92267,6720,6748,6745,22,462,204,6698,6286,6541
290,sp_sub,1690826136,wl_small_mem,140,gm:GM-sub5-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6620,6654,6770,6620,6654,6770,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
291,sp_sub,1690826136,wl_small_mem,141,gm:GM-sub5-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6620,6654,6770,6620,6654,6770,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
292,sp_sub,1690826136,wl_small_mem,142,gm:GM-sub25-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6880,6748,6620,114,6603,6620,6766,145,0,6880,6748,6620,114,6603,6620,6766,145,0
293,sp_sub,1690826136,wl_small_mem,143,gm:GM-sub25-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6880,6748,6620,174,5972,6620,6706,776,0,6880,6748,6620,174,5972,6620,6706,776,0
294,sp_sub,1690826136,wl_small_mem,144,gm:GM-sub45-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6736,6831,6635,0,2204,6635,6736,4627,0,6736,6831,6635,0,2204,6635,6736,4627,0
295,sp_sub,1690826136,wl_small_mem,145,gm:GM-sub45-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6736,6831,6635,0,2256,6635,6736,4575,0,6736,6831,6635,0,2256,6635,6736,4575,0
296,sp_sub,1690826136,wl_small_mem,146,gm:GM-sub65-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6768,6798,6751,0,808,6751,6768,5990,0,6768,6798,6751,0,808,6751,6768,5990,0
297,sp_sub,1690826136,wl_small_mem,147,gm:GM-sub65-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6768,6798,6751,0,833,6751,6768,5965,0,6768,6798,6751,0,833,6751,6768,5965,0
298,sp_sub,1690826136,wl_small_mem,148,gm:GM-sub85-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},6720,6748,6745,0,279,6745,6720,6469,0,6720,6748,6745,0,279,6745,6720,6469,0
299,sp_sub,1690826136,wl_small_mem,149,gm:GM-sub85-defpa,3,ilp,block-composition,poisson,equal-ncd,gm:GM,sub85,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},6720,6748,6745,0,302,6617,6720,6446,128,6720,6748,6745,0,302,6617,6720,6446,128
300,sp_sub,1690826136,wl_small_mem,150,gm:GM-sub5-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},17479944,1264260,1286300,17479944,1264260,1286300,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
301,sp_sub,1690826136,wl_small_mem,151,gm:GM-sub5-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub5,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},17479944,1264260,1286300,17479944,1264260,1286300,0,0,0,6620,6654,6770,6620,6654,6770,0,0,0
302,sp_sub,1690826136,wl_small_mem,152,gm:GM-sub25-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18746974,1241633,251560,3293212,16993,219754,15453762,1224640,31806,6880,6748,6620,611,49,5783,6269,6699,837
303,sp_sub,1690826136,wl_small_mem,153,gm:GM-sub25-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub25,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18746974,1241633,251560,3265950,82041,246886,15481024,1159592,4674,6880,6748,6620,606,237,6497,6274,6511,123
304,sp_sub,1690826136,wl_small_mem,154,gm:GM-sub45-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18710923,1339286,145970,917744,157190,5192,17793179,1182096,140778,6736,6831,6635,164,418,236,6572,6413,6399
305,sp_sub,1690826136,wl_small_mem,155,gm:GM-sub45-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub45,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18710923,1339286,145970,940128,154558,6798,17770795,1184728,139172,6736,6831,6635,168,411,309,6568,6420,6326
306,sp_sub,1690826136,wl_small_mem,156,gm:GM-sub65-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18897403,1310477,101265,345340,159258,5355,18552063,1151219,95910,6768,6798,6751,62,418,357,6706,6380,6394
307,sp_sub,1690826136,wl_small_mem,157,gm:GM-sub65-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub65,nopa,Unlocking,0.4,GaussianMechanism,{'Optimal': 40},18897403,1310477,101265,467880,59436,3240,18429523,1251041,98025,6768,6798,6751,84,156,216,6684,6642,6535
308,sp_sub,1690826136,wl_small_mem,158,gm:GM-sub85-defpa,3,ilp,block-composition,poisson,ncd,gm:GM,sub85,nopa,Unlocking,0.2,GaussianMechanism,{'Optimal': 40},18773528,1329407,96959,225800,75466,10442,18547728,1253941,86517,6720,6748,6745,40,194,454,6680,6554,6291
